Reviews,First Name,Last Name,Avg Difficulty,Avg Rating,Department,Comment,Difficulty Rating,Grade,Clarity Rating,Rating Tags
2690,Heidi,Chambers,3,4.5,Languages,"Best Spanish teacher I've had at WashU so far! She is really nice and really approachable. Compared to other Spanish teachers I've had, she is a little easier in terms of grading. Definitely take a class with her!",2,,5,
2691,Heidi,Chambers,3,4.5,Languages,"She's the best Span teacher I've had so far. I actually looked forward to going to class. She's extremely available to help if you're having trouble and although she's a hard grader, the way the class is structured has really helped me keep up and cultivate my speaking abilities.",3,,5,
2692,Shefali,Chandra,3.4,5,International Studies,"Definitely the most interesting class I've taken at WashU -- Chandra is so smart and engaging, truly an expert in colonialism and neoliberalism. I'm Indian but the class was majority non-desi and everyone was really invested. Only downsides are that essays don't have clear rubrics and the Canvas page is disorganized, but everyone gets an A anyways.",3,A,5,Get ready to read--Participation matters--Gives good feedback
2693,Shefali,Chandra,3.4,5,International Studies,"I took this class in spring 2022, but this is still one of my favorite classes I've ever taken. Professor Chandra is super engaging, lets students lead discussions and pushes every student to think critically and succeed. They care about all of their students. Do the readings because this class is discussion based, and you'll do fine!",3,A,5,Get ready to read--Participation matters--Caring
2694,Shefali,Chandra,3.4,5,International Studies,"Professor Chandra is so nice and also gave us legit 20 minute breaks in a 3 hour seminar. Don't slack off on readings too much and make sure you're paying attention, but otherwise class will be a fun and very engaging experience. I learned a lot and it was genuinely one of my favorite classes ever.",4,A,5,Get ready to read--Participation matters--Amazing lectures 
2695,Shefali,Chandra,3.4,5,International Studies,"Professor Chandra is very passionate about the topic and the class is very interesting. Its a little unorganized sometimes but what we talked about in class is interesting. Make sure to understand and do the readings so you can participate in class, they will make sure everyone does. But sometimes you can get away with not doing a reading.",3,A,4,Respected--Get ready to read--Participation matters
2696,Shefali,Chandra,3.4,5,International Studies,"I learned so much from Dr. Chandra. Her class was a breath of fresh air -- it was discussion heavy in the best way. She lets students lead and guide the class, and really encourages you to be critical of hegemonic narratives. I'll never be the same after this course, in a good way! LOVE HER!!!!",4,A,5,Gives good feedback--Get ready to read--Inspirational
2697,Shefali,Chandra,3.4,5,International Studies,LOVE HER. IF YOU GET A CHANCE DEFINITELY TAKE A CLASS WITH HER,3,A+,5,Participation matters--Inspirational--ACCESSIBLE OUTSIDE CLASS
2698,Shefali,Chandra,3.4,5,International Studies,"Professor Chandra is easily one of the best professors I've had at Wash U. She is excellent at leading discussions and pushes her students to think critically about everything. She definitely cares about her students, and assigns really interesting readings. Never feels like busy work. ",3,,5,
2699,Shefali,Chandra,3.4,5,International Studies,"Unbelievable professor, one of the best at Wash U. The discussion was so deep and engaging every class because of the pointed and thought-provoking questions she asked. She will make you care about South Asia, globalization, and the wider world. Not to mention how much she loves her students and wants them to succeed. Get to know her!",4,,5,
2700,Shefali,Chandra,3.4,5,International Studies,Taking a class with Dr. Chandra changed my life. I'm now obsessed with her and plan on taking as many of her classes as possible. Her teaching style is incredibly engaging and she loves class discussions. She really cares about her students and will continue to be a friend even after you're done taking her class!,2,A,5,
2701,Shefali,Chandra,3.4,5,International Studies,"Crossing Borders with Prof Chandra is my favorite class this semester. Great mix of lectures and discussion. She makes the effort to learn everyone's name, even in a class of 80 or so. If you're at all interested in globalization or international relations, take this class. Slightly heavy on reading but it's all interesting and relevant.",3,,5,
2702,Richard,Chapman,4,4.4,Economics,"Chapman is still one of my favorite professors of all time.  He is engaging and funny and always willing to help students.  Attendance not mandatory, but it behooves you to go.  Tests are long and difficult, but if he thinks you worked hard he will give you the benefit of the doubt.  I learned a lot thanks to his stories.  Overall great teacher.",4,A,5,
2703,Richard,Chapman,4,4.4,Economics,Loved his class!!! Tests are mainly lecture based and require a lot of studying for them but his lectures were always fun to listen to thanks to his insights and hilarious stories.,3,,4,
2704,Richard,Chapman,4,4.4,Economics,Hard class but great professor!,4,,5,
2705,Richard,Chapman,4,4.4,Economics,"Chapman is my all time favorite professor at Westminster. He's extremely intelligent, and fills lectures with anecdotes and funny stories. He consistently presents the material in understandable ways, and is always willing to help. Exams are totally lecture-based, but you won't want to miss class anyway!",4,,5,
2706,Richard,Chapman,4,4.4,Economics,He's one funny bugger. His class is very good. He knows his stuff. His stories are from another time. Take this class!,4,,4,
2707,Richard,Chapman,4,4.4,Economics,"i've taken almost all of his classes.. and he is great. we've got the dream team here at westminster as far as econ goes.. him and john, oh man. I am SO sad to leave. Contemplating failing on purpose just to retake this class. Westminster will not be the same after they leave.",5,,4,
2708,Richard,Chapman,4,4.4,Economics,It's been several years since I graduated from Westminster.  Dr. Dick hosted the first class I had at the college and left the biggest memory of all professors/instructors I had there.  I remember his classes being very hard.  I did manage an A- and years later remember much of what I learned.  I would highly recommend him and any class he teaches.,5,,5,
2709,Richard,Chapman,4,4.4,Economics,"Very funny, makes a difficult class enjoyable.",3,,4,
2710,Richard,Chapman,4,4.4,Economics,"Dr. Dick is the guy who showed me that my chosen major (Comp Sci) was not really the one I wanted to pursue. His easy-going manner and great stories belie the amount of actual, usable information you can get out of his classes. Attend his classes, take notes (he even outlines his lectures on the board most of the time), and you will do fine.",4,,4,
2711,Richard,Chapman,4,4.4,Economics,"Dr. Dick is the guy who showed me that my chosen major (Comp Sci) was not really the one I wanted to pursue. His easy-going manner and great stories belie the amount of actual, usable information you can get out of his classes. Attend his classes, take notes (he even outlines his lectures on the board most of the time), and you will do fine",4,,4,
2712,Richard,Chapman,4,4.4,Economics,"I loved this class.  Dr. **** knows economics and it is a great class.  You need to come to class if you want to pass, but if you do, you will do well.  A very funny man full of hilarious stories.  A must take class. I learned a great deal on the history of capitalism and the many great economists.  Take it, you will love it.",2,,5,
2713,Richard,Chapman,4,4.4,Economics,Great class but hard.  Very rewarding if you put the studying in.,5,,5,
2714,Richard,Chapman,4,4.4,Economics,"He is a great teacher. He will make you laugh all day. The only thing that is hard are his tests. You really need to study, but his HW and essays are easy",4,,4,
2715,Richard,Chapman,4,4.4,Economics,"Dr. Dick is one of those professors you wish you had for every subject in college. His stories are absolutely hilarious! Although his class is tough, he forces the student tolearn the material. Isn't college about learning in the first place&#63; In conclusion, Dr. Dick will leave a permanent and positive impression on my life.",4,,4,
2716,Richard,Chapman,4,4.4,Economics,"his stories are good, that's about it. He teaches a hard class, and his test are very detailed. There has to be an easier professor for this class.",5,,3,
